type_pre,type_post,weight
FB5S,vDeltaG,12
FB5R,vDeltaF,12
FC1F,FC2B,12
vDeltaE,FS1A_a,12
FS2,PFR_b,12
vDeltaI_b,FS2,12
SMP376,FC2A,12
FC2B,FS3_d,12
FC1C_b,FS1A_b,12
hDeltaI,FB4D_c,12
hDeltaI,FB4I,12
FB5D,FC3_b,12
FB2F_d,FB2D,12
PFNm_b,PFNd,12
FB8D,FS3_d,12
FB4E_b,PFL2,12
FB5U,FB5S,12
FB2C,FR1,12
SMP167,FS4B,12
FB4B,hDeltaK,12
FS2,FB5Z,12
FB4E_a,vDeltaM,12
FB5L,FR1,12
FB2I_b,FC2C,12
FB2C,FC,12
SIP047,FB6S,12
ExR5,hDeltaM,12
hDeltaK,FB6H,12
vDeltaI_a,FB4P_a,12
FB7I,FB5S,12
FC3_c,FB4R,12
vDeltaI_a,vDeltaK,12
FB4O,FB5V_a,12
FS1A_c,SMP010,12
PFNv,FS4C,12
FB2D,hDeltaH,12
KCab-s,FB4K,12
ER3w_a,ExR7,12
PFNv,FC1E,12
FB7L,FB6T,12
CB2066,FB2K,12
FR1,FC2B,12
FB5G_a,CB1897,12
hDeltaJ,FB6V,12
FB5G_b,vDeltaG,12
FB4D_b,FC3_c,12
FC1F,PFNv,12
FB7B,FB8F_a,12
FB2H_a,PFL1,12
FB2H_a,FC2C,12
FB2L,FC1F,12
FB7D_a,FC2C,12
FB7E,FB8F_a,12
FB5C,vDeltaE,12
PFR_b,FC2A,12
hDeltaA,hDeltaC,12
FB7I,FS3_d,12
PFR_b,FB4Z_a,12
FB5K,FC3_b,12
CRE003_b,FB2C,12
FC3_c,FB5R,12
FC1C_b,PFNa,12
ER1_c,FB4Y,12
hDeltaB,FS4C,12
ER3d_b,ER3a_a,12
FB4P_a,vDeltaI_b,12
FS2,FB5B,12
CB0951,FB4F_c,12
TuBu03,ExR2,12
FB2M_b,hDeltaJ,12
FB6X,EPG,12
FB6K,FR1,12
vDeltaJ,vDeltaM,12
PFNd,FR2,12
vDeltaI_a,FB5P,12
FC3_a,FB4B,12
FC2A,vDeltaG,12
FC1E,FB2F_b,12
FB6R,vDeltaE,12
FC3_a,FS1A_c,12
FC1F,PFL3,12
FB5G_a,vDeltaG,12
FB5M,FB5W_a,12
FB5M,hDeltaC,12
oviIN,FS1A_c,12
PFNa,FB3C,12
FB2F_c,hDeltaI,12
FB5D,hDeltaK,12
FC1A,FB4L,12
FC1F,ExR5,12
vDeltaG,FB5R,12
vDeltaG,FC3_c,12
KCa'b'-ap1,FB2B_b,12
ER2_c,FB4Y,12
PFGs,vDeltaF,12
FC3_b,PFNd,12
hDeltaK,FB6E,12
FB6P,hDeltaK,12
vDeltaI_a,FC3_a,12
vDeltaK,PFGs,12
vDeltaI_b,FC3_b,12
FB1I,FS4A,12
PFNp_a,Delta7,12
FB2I_a,FC2B,12
FB4C,FS2,12
FB4E_b,FB4M,12
FB5S,hDeltaK,12
FB8F_a,vDeltaB,12
FB6L,FS2,12
PS274,FB4L,11
SMP011_b,FB1A,11
LAL051,FB3D,11
SMP170,FB6K,11
MBON30,FB5T,11
LAL300m,FB5V_c,11
PLP246,FB6X,11
CB1287,ExR6,11
LHPV5l1,ER3w_a,11
LHPV5l1,ER2_c,11
FB6T,CB4159,11
SMP370,FB3D,11
SLP230,FB4C,11
VP2+_adPN,hDeltaA,11
MeVP34,ExR3,11
SMP379,FB6I,11
aIPg5,FB4C,11
LHPV5a5,FB1G,11
TuBu05,ER6,11
LAL133_b,LNO2,11
FB6M,LAL133_b,11
AOTU034,FB3A,11
ExR7,CB0429,11
OA-VUMa8,ExR6,11
CB3394,FB4R,11
MBON25-like,FB4B,11
SMP407,FB5C,11
ExR6,CRE048,11
LAL206,ER3m,11
TuBu07,ER2_c,11
LHPV5l1,FB6A_c,11
CB2357,FB4C,11
CRE043_a1,FB5V_a,11
LAL186,FB4O,11
SMP356,FB1G,11
FB6A_a,CB1073,11
ExR3,IB018,11
CB4183,FB5N,11
LAL052,LNO2,11
CRE043_c1,FB4P_c,11
ExR1,EA27X006,11
PLP078,LNOa,11
CB4107,FB6T,11
IB058,ExR3,11
SA1_a,SA1_c,11
SLP461,FB5E,11
CB3080,FB6H,11
SMP027,FB5C,11
FB6M,CB3498,11
CRE074,FB5AA,11
MBON26,FB4G,11
FB1H,SMP541,11
SMP507,FB5P,11
MBON03,FB4D_b,11
SMP579,FB6B,11
FB6D,SMP568_d,11
CL234,FB4L,11
M_lPNm12,FB2I_a,11
FS1B_a,vDeltaE,11
FB6T,CB1081,11
LHPV10d1,FB5AA,11
AN19B017,FB4G,11
SMP371_b,FB4N,11
SMP154,FB6H,11
CB1072,ExR3,11
PLP221,FB2A,11
FB4J,FB4B,11
CRE104,FB4J,11
FB6A_b,SMP299,11
SMP183,FB5G_a,11
LAL120_a,FB4E_b,11
LAL147_a,FB4E_c,11
CRE076,FB4P_a,11
CRE089,FB1G,11
SIP071,FB4X,11
CB4107,FB7K,11
CL007,FB2J_b,11
CB2245,FB1G,11
LAL160,LCNOpm,11
SIP067,FB5O,11
CRE043_a3,FB4I,11
SMP542,FB6X,11
AOTU006,LPsP,11
LHPV3a2,FB2L,11
SLP103,FB5H,11
CRE034,LCNOpm,11
CB2950,ExR3,11
oviIN,FB2M_b,11
GNG667,FB4F_b,11
AN04B003,ExR5,11
CB0582,FB4E_c,11
ExR6,LCNOp,11
ExR8,LoVC18,11
FB4G,CRE041,11
SMP570,FB4Y,11
CRE048,FB6X,11
SMP191,FB5G_b,11
SMP589,FB5A,11
CRE043_c2,FB5Q,11
CB3394,FB4Y,11
SMP355,FB6E,11
SMP371_a,FB5J,11
LAL007,FB4P_a,11
FB4P_c,PPL103,11
aIPg_m4,ExR6,11
CRE013,FB5V_c,11
SIP051,FB7A,11
TuBu06,ER4d,11
FB6T,CB4022,11
CL326,FB5W_a,11
VL1_vPN,FB8B,11
oviIN,FB5H,11
AOTU006,LCNOp,11
SMP406_b,FB5C,11
CB3479,FB7L,11
CB2447,FB2A,11
CRE020,FB4X,11
FB5G_a,SMP188,11
FB5H,PPL103,11
FB6A_a,FB7C,11
SIP026,FB6S,11
CL361,FB1H,11
SMP597,FB4N,11
SMP154,FB6X,11
ExR8,LAL171,11
LAL028,LNO2,11
ATL012,FB2M_b,11
CRE023,FB2M_b,11
LAL098,LPsP,11
SMP376,FB4B,11
SMP049,FB9C,11
CB3910,FB1H,11
ExR7,FB7D_a,11
FB8F_a,CB1871,11
SMP059,FB2G_a,11
SMP010,FB5T,11
SIP069,FB4Q_c,11
CB4125,FB6H,11
hDeltaJ,FB2B_a,11
MBON05,FB4Y,11
FB7L,FB8D,11
CB1074,FB2A,11
FB4C,SMP326,11
AVLP752m,FB1C,11
PPL102,FB4X,11
LAL140,FB4Y,11
CRE013,FB5B,11
CRE023,FB6X,11
LHPD2d1,FB6A_b,11
FB9B_c,vDeltaA_b,11
LHPV5m1,FB2H_a,11
MBON31,FB5AB,11
SMP146,FB4P_b,11
LAL076,ExR6,11
DNp48,FB5G_b,11
CB3362,FB4P_b,11
SLP211,SA2_a,11
ExR6,LAL076,11
LAL198,FB4I,11
FB5C,SIP029,11
FB5B,FB5D,11
FB4D_c,FB4F_c,11
FB4D_c,FB4B,11
FB4D_c,FB5AB,11
FB5V_a,MBON09,11
SLP278,FB4E_a,11
CB4183,FB1C,11
CB1593,FB8F_a,11
FC1F,vDeltaD,11
FB5G_a,SMP306,11
FB7F,FB6V,11
SMP124,FB5X,11
GNG291,FB4H,11
LHPV6i2_a,FB7K,11
SLP073,FB6E,11
FB5AB,FB5O,11
FB5E,FB4F_a,11
SLP451,FB4X,11
LAL047,ExR3,11
CB4198,FB2F_c,11
CB3052,FB5P,11
FB6C_a,DNc02,11
FB4N,FB5P,11
CRE065,FB4O,11
CB3541,FB8G,11
CB3050,SA3,11
SMP399_b,FB8F_a,11
FB8G,FS1A_c,11
ATL004,FB7I,11
GLNO,LNO2,11
FB4A_b,FB5I,11
CRE096,FB5AA,11
FS4A,hDeltaL,11
CRE065,FB5V_c,11
FB2G_b,FB4A_b,11
DNpe027,FB5A,11
FB5D,SMP122,11
FB2D,PAM03,11
WED168,FB2J_b,11
CB2295,FB6C_b,11
FB6G,SLP405_c,11
FB6G,FB1I,11
WEDPN17_a1,LNO2,11
CRE050,FB1H,11
SMP561,FB2F_d,11
CRE076,FB2M_b,11
SMP135,FB5Y_b,11
AOTU006,LNO1,11
CB0325,FB2L,11
CB3135,FB4B,11
MBON27,LCNOp,11
PFL1,DNp38,11
CRE043_a2,FB4F_c,11
LHPV8a1,FB4F_a,11
FB6A_a,SMP399_c,11
SLP374,FB8A,11
LHPV5e2,FB6H,11
SLP400,FB6D,11
CL021,LCNOp,11
SMP709m,FB4I,11
ATL022,FB5Q,11
CRE046,FB7E,11
CRE070,FB5K,11
AN07B035,LPsP,11
FB5H,PPL101,11
FB2G_b,hDeltaF,11
LAL081,LNO2,11
SIP064,LCNOpm,11
SMP157,FB5D,11
CB2035,FB5X,11
AVLP162,hDeltaD,11
SMP254,FB5H,11
LAL100,FB4Q_a,11
CB1787,IbSpsP,11
AN06B039,FB3A,11
FB5Q,SMP010,11
SMP593,FB4P_b,11
AN07B004,FB5Q,11
FB6A_c,hDeltaE,11
OA-VUMa1,ExR1,11
SMP175,FB5J,11
FB1I,FB6H,11
SMP567,FB4C,11
SMP142,FB4G,11
PFL2,hDeltaH,11
SMP144,FB5F,11
SIP006,FB6A_b,11
FB5I,CRE013,11
CL123_e,FB5V_a,11
SMP419,FB5X,11
LAL133_d,ER1_a,11
LHPV5e1,FB4C,11
PS164,FB5A,11
FB6A_b,PFL2,11
CRE013,FB5X,11
CRE043_b,FB5P,11
ExR3,LoVC3,11
CB2784,FB5F,11
SMP715m,FB4Y,11
FB2G_b,FB2H_b,11
ExR8,LAL055,11
SLP266,FB8H,11
SIP048,FB2F_d,11
CRE028,FB4F_b,11
FB6E,FB5N,11
FB1A,FB4D_b,11
LHCENT3,FB5W_a,11
FB5H,SMP384,11
FB5H,FB5T,11
aIPg_m2,FB1H,11
LAL009,FB4E_a,11
SMP254,FB4N,11
FB5Y_b,FB6Z,11
SMP153_a,FB5Q,11
LAL100,FB4K,11
OA-VPM3,FB4D_c,11
CL366,FB1C,11
CB2088,FB4Q_a,11
DNp48,FB8I,11
DNp48,FB4M,11
LAL161,FB5V_a,11
FB8H,FS2,11
LHAV9a1_c,FB4D_b,11
SMP114,FB6X,11
SLP202,FB9A,11
hDeltaF,FC1C_a,11
CB2719,FB6N,11
FC1C_b,FB2J_c,11
SMP081,FB6B,11
FB5G_b,vDeltaH,11
FB5G_b,hDeltaI,11
PFGs,ER3a_a,11
CB3055,SA1_a,11
SA3,FB4L,11
CB1128,FB2A,11
FB2L,hDeltaB,11
SMP598,FB7E,11
SMP598,FB4Y,11
SMP096,FB8F_a,11
FB6A_b,FB6T,11
FB6A_b,FB7L,11
ExR8,DNb03,11
FB4H,CRE039,11
MBON21,FB5V_c,11
LHPV8a1,FB4A_a,11
LHPV6a9_b,SA1_a,11
FB4Y,FB1H,11
LAL196,FB4E_b,11
FB8I,SMP188,11
CRE060,FB5I,11
LHPV5a1,FB1H,11
SMP075,FB4R,11
SMP075,FB4Y,11
CRE034,FB4G,11
CB2713,LCNOp,11
SMP409,FB6S,11
PS291,ExR3,11
CRE049,FB4F_b,11
OA-VPM3,FB4F_b,11
M_lvPNm24,FB6S,11
LAL071,FB4H,11
FB5C,CRE107,11
MBON04,FB6P,11
LHAV6c1,FB5AB,11
LAL158,ER1_b,11
FB5I,FB6A_c,11
SMP504,FB6G,11
SMP198,FB4O,11
CB2066,LCNOpm,11
FB8C,FB7G,11
SIP067,FB2M_a,11
FB5Y_a,FB6E,11
FB5Y_a,FS3_c,11
DNp64,FB4M,11
FB5AA,SMP087,11
FB7K,hDeltaK,11
FB2M_a,FS2,11
CRE040,FB4L,11
FB7B,FB6M,11
LAL073,ExR1,11
FB6F,FB6D,11
SAF,FB2C,11
PS059,LNO2,11
FB8I,CB1871,11
CB3080,FB2E,11
PFNp_b,FB1F,11
FB2I_b,FB2F_b,11
FS1B_b,SIP003_a,11
LHAV3p1,FB2E,11
FB5A,LAL200,11
AVLP032,FB5T,11
WED153,FB4L,11
CB1884,FB1D,11
FB7B,SMP505,11
CRE068,FB5W_b,11
SMP483,FB7G,11
FB7A,CB4125,11
SMP565,FB6P,11
AOTU001,FB4E_a,11
FB7C,FB7C,11
GNG667,ExR2,11
EPGt,FR2,11
CRE076,FB2D,11
SMP405,FB8F_a,11
FB6J,FB6A_a,11
CB1838,FB8H,11
CRE056,FC2A,11
CB1679,FB5H,11
SMP187,FB6F,11
MBON22,FB5M,11
FB1I,FB1G,11
SMP430,FB6A_b,11
FB1F,PFNp_b,11
CRE009,FB6P,11
FB9B_b,FB8H,11
FB5L,FB5Z,11
FS3_b,SMP011_a,11
FB5G_c,SMP181,11
FB8B,FS2,11
LHPV5e1,FB1C,11
CRE025,FB5H,11
SMP562,FB5Y_a,11
SLP405_a,FB6A_b,11
ExR5,WEDPN16_d,11
SMP509,FB8C,11
FB5O,vDeltaJ,11
FB5O,FB5Z,11
CB1220,FB2B_a,11
FB5N,FB5D,11
FB2K,FB3E,11
MBON34,FB4Y,11
FB4H,CRE005,11
SMP034,FB6K,11
hDeltaF,FB8C,11
FS1B_a,SMP541,11
SMP429,FB4N,11
SMP155,FB5Y_b,11
ER3w_a,EPGt,11
FB4C,hDeltaH,11
FB4C,FB4D_a,11
FB8G,FB8E,11
FC1A,FB4D_c,11
FB7B,FB7G,11
FB7B,FB6Z,11
CL236,FB5A,11
FB6U,FB6X,11
FB6U,FB7H,11
FB2B_b,FB1G,11
SMP215,FB6A_c,11
SLP387,FB9C,11
FB6B,FB6E,11
FB6V,FB6L,11
FB6V,FB6R,11
SMP152,FB4R,11
CL234,ExR3,11
FC2C,SMP150,11
SMP319,FB6F,11
FS3_a,SMP386,11
CB2117,FB2C,11
FB8A,FB8C,11
hDeltaH,FB3C,11
SA2_c,vDeltaA_b,11
FB4K,CRE004,11
FB6A_a,FB7J,11
FB6A_a,SMP181,11
FC2C,vDeltaJ,11
FB4Q_a,FB4E_b,11
FB4Q_a,FB4J,11
FS3_d,CB3768,11
FB2F_c,FB2A,11
LHAD1d1,FB1E_b,11
FB6N,FB6Q,11
FB6N,FB5Y_a,11
FB4O,FB4J,11
FB2M_a,vDeltaI_b,11
SIP077,FB6S,11
5-HTPMPV03,FB2A,11
FB5D,FB5V_a,11
FB5C,FB5E,11
FB6G,PAM09,11
FB5Y_b,FB7I,11
FB5Y_b,FB7J,11
GNG311,ExR5,11
CRE107,FB4Q_a,11
CB4082,FB4K,11
SIP066,FB6Y,11
FB7D_a,FB6G,11
SLP347,FB7K,11
FB1G,PFNv,11
FB1D,SA1_b,11
FB6A_c,FB5C,11
SMP566,FB1C,11
FB5AB,PFL3,11
SAF,vDeltaM,11
FB4L,FB3D,11
CB1529,FB7I,11
PFL1,SMP188,11
CB1009,FB7G,11
CB1009,FB8G,11
ExR7,SMP010,11
PEG,CRE067,11
LHAD1d2,FB5B,11
FB5V_a,MBON27,11
FC2C,LAL129,11
FC2C,LAL188_a,11
FS3_c,SMP134,11
FS3_c,SMP188,11
PFNp_a,vDeltaD,11
SMP142,ExR5,11
FB5Q,FB5O,11
FB6W,FB5U,11
vDeltaK,FB4M,11
SIP102m,FB4F_c,11
FB2L,FS3_c,11
FB4F_c,FC3_a,11
FS3_b,SMP490,11
SLP281,FB8F_b,11
SMP385,FB4E_a,11
FB6M,SMP048,11
PLP095,IbSpsP,11
CL239,vDeltaK,11
SIP087,LNO1,11
SIP087,FB1G,11
WED040_a,FB4B,11
FB5Y_b,FB6S,11
LHPV5e3,FB4A_a,11
FC1C_b,VES040,11
CB3541,FB6U,11
FB5R,FB5AA,11
LAL149,FB5V_a,11
CRE022,FB4P_a,11
FB8H,FB7A,11
AVLP752m,FB2G_b,11
FB5D,FB5N,11
FB6M,FB6P,11
FB6C_b,SMP135,11
FB8G,FB6I,11
WED155,FB1G,11
FB4P_a,SMP713m,11
SIP003_b,FB2F_a,11
FB6M,FB6O,11
FB6M,SIP047,11
FB2F_d,FB2A,11
SMP178,FB2C,11
SMP178,FB5P,11
FB6S,FB6R,11
FB1B,FS3,11
SLP396,FB6D,11
CB1154,FB9C,11
SMP306,FB6V,11
vDeltaG,hDeltaA,11
SIP086,FB6S,11
OA-VUMa4,LNOa,11
SMP143,FB2M_b,11
FS1B_a,FB2G_b,11
FB5W_b,FS2,11
CRE083,FB1H,11
FB7F,FB6U,11
LAL203,FB3C,11
CB0972,SA2_a,11
hDeltaH,FB5AA,11
GNG291,FB4P_a,11
SIP041,FB5C,11
FS1A_a,SMP371_a,11
SMP179,FB6S,11
CRE009,FB5P,11
FB6O,FB5Y_b,11
ExR8,PS292,11
CB0973,FB9A,11
SMP243,FB7K,11
CRE026,FB5V_c,11
FB4K,FB3D,11
VP1l+_lvPN,FB8B,11
FB6S,CB3614,11
CL308,FB2K,11
FS1B_b,SMP456,11
FB5P,FB4Z_c,11
FB2H_b,MBON15-like,11
FB7B,vDeltaD,11
SMP144,FS1B_a,11
SIP077,FB8F_b,11
FC1C_a,SMP240,11
LC36,FB6M,11
FB5V_c,FB5M,11
FB1G,PFNp_a,11
AVLP032,FB5N,11
ATL004,FB2L,11
FB5AA,FB5U,11
M_l2PNl20,PFR_a,11
FB6V,FB5AB,11
LAL136_a,FB5V_a,11
FC1E,SIP065,11
FB1H,SMP143,11
LHAD3g1,FB2M_a,11
PEG,PFL3,11
SIP003_a,FB2C,11
FB5V_c,FB5W_b,11
FB6F,FB6G,11
FB6H,CB1897,11
FB6C_a,FB6T,11
CRE089,FB6R,11
SMP568_c,FB2F_b,11
FS1B_b,SMP270,11
SA3,vDeltaL,11
FB2D,FB2J_b,11
FB5Y_a,FB5U,11
FS1B_b,SMP243,11
FB6N,PFL3,11
FB4F_b,FB4M,11
FB4F_b,FC2B,11
FB4D_c,FB4O,11
FB1J,FB1E_a,11
FB4N,FS3_c,11
FB4N,FS4C,11
CB3052,FB5X,11
FB6M,SIP019,11
FB6S,FB6D,11
ExR5,FB1H,11
ExR5,FB5J,11
FB7D_b,FB6F,11
FB7D_b,FB6Y,11
FB3E,FS1B_a,11
FB6R,FB6B,11
ExR5,FB4F_c,11
FB8I,DNES1,11
aIPg5,FB1C,11
FB4A_a,FB4J,11
FB2I_b,FS4C,11
hDeltaM,FB5W_b,11
FB6S,FS1A_b,11
FS4B,LHPV5e2,11
FB5G_b,FS4C,11
FB4D_b,PFL3,11
SMP561,FB1E_a,11
SMP306,FB5G_b,11
FB5P,FB5A,11
FB7B,FB8F_b,11
SMP133,FB4M,11
PS196_b,ExR8,11
LHPV5a3,FB8F_b,11
FB4K,FB4N,11
WED038,ExR7,11
SLP354,SAF,11
FB2C,FB4D_a,11
FB5I,FS1B_a,11
SMP320,FB6F,11
AVLP705m,FB4F_c,11
LHPD2c2,FB4P_b,11
FB5A,FB2L,11
FB1B,FC1B,11
FB4Q_a,FB4Y,11
FB4E_c,EPG,11
FB2M_b,ExR5,11
CRE090,FB5X,11
FS4A,FB7L,11
vDeltaC,hDeltaD,11
FB5AA,FB6U,11
WEDPN7A,ER1_c,11
CB3081,FB8H,11
hDeltaF,FB5AA,11
FB5X,FB4J,11
FC3_b,FS3_d,11
FB1B,FS3_a,11
CRE095,FB5X,11
FB4X,FB5U,11
vDeltaJ,FB5U,11
FB6B,vDeltaE,11
SLP268,FB9C,11
FS3_c,SMP178,11
FB6U,FS1A_c,11
FB7E,FB6S,11
LAL022,FB2K,11
PFL2,CB3992,11
CB2814,FS1B_b,11
FB5A,FB6X,11
PFGs,FB7I,11
FB5J,hDeltaH,11
vDeltaA_a,FB4N,11
FS4C,DGI,11
FB6C_a,vDeltaB,11
FB4P_c,PAM08,11
CB1884,FB8H,11
FC1C_b,FB2F_a,11
ExR3,FB5I,11
ExR3,FB2I_a,11
SMP045,FB2I_a,11
FS3_a,SMP088,11
FB2B_a,hDeltaH,11
FB2I_b,FC2B,11
FB4K,FB4D_c,11
FB9B_c,FB8D,11
FB7E,FS3_b,11
FC2C,PFNa,11
FC1E,CRE050,11
SMP723m,FB4K,11
vDeltaK,FB4J,11
FB8C,PRW037,11
FB4P_a,FB4D_a,11
CB1128,FB5A,11
FR2,SMP384,11
FB1G,FB2F_a,11
CB4023,FB8A,11
CB4198,FB8F_b,11
ExR2,ER1_b,11
FB2M_b,FC3_b,11
FB6N,FB5Z,11
FS2,SMP234,11
FB5A,FB5S,11
DGI,FS3_a,11
CRE056,FB3C,11
hDeltaI,FC1E,11
FB7F,FB6S,11
FB8A,FB8B,11
PFGs,FB6B,11
LAL147_c,PFR_b,11
FB6K,FB6K,11
FB5N,FB5K,11
FB6R,FS3_d,11
FB4Z_a,FC2A,11
hDeltaH,FB5K,11
CB4134,FB6T,11
FS2,FB6B,11
SMP505,FB7A,11
PPL102,FB4P_a,11
SMP505,FS3_d,11
FB2J_a,FB2A,11
FB2J_a,FB2I_a,11
OA-VPM3,FB8F_a,11
ExR1,AOTU046,11
FB1E_a,PFNd,11
FB2G_b,FB2J_c,11
FB4Y,FB5AB,11
FB4F_a,FS1A_a,11
CB3293,FB9A,11
FB4P_a,PAM08,11
DNp39,IbSpsP,11
FB6U,FB6Z,11
vDeltaF,hDeltaK,11
CB1504,ExR1,11
FC3_c,FB5O,11
CB0325,FS1A_c,11
FB5C,FB5N,11
OA-VPM3,FB4E_b,11
FB7F,CB2572,11
FC1A,FB4D_a,11
SMP181,FB6C_b,11
SMP181,FB5H,11
LAL146,PFL3,11
OA-VUMa6,FB5V_c,11
FB5G_a,FR1,11
FB5AA,SIP076,11
PEN_b(PEN2),FB4D_c,11
CB4112,ER1_c,11
FC2A,FB6W,11
FB6F,FS3_a,11
SMP338,FS3_d,11
SMP144,FB5X,11
FC2C,FB2B_a,11
FB2D,vDeltaE,11
CB1541,IbSpsP,11
VES041,FB5Z,11
FB7A,CB1897,11
FC2C,FS3,11
FC2C,FC1C_a,11
FB4C,hDeltaG,11
ATL014,IbSpsP,11
ER3a_d,ER2_a,11
AN07B004,ExR1,11
FB4Y,FB5L,11
FB4M,FB4Z_c,11
FB4N,FB2D,11
FC2A,FB4N,11
FB4D_b,FC3_a,11
FB5W_a,OA-VPM3,11
PFL1,SMP370,11
EL,PLP046,11
FB6H,FB6S,11
ANXXX094,IbSpsP,11
FB4Y,FS1A_b,11
FC3_c,FB2M_b,11
PFL3,LAL043_d,11
PFL3,AOTU033,11
hDeltaH,FC3_c,11
FB2F_b,FB2A,11
hDeltaC,FB7E,11
FB5T,vDeltaI_b,11
FB4C,FR2,11
FB4C,PFGs,11
SMP236,FS1B_b,11
ER2_d,ER3p_b,11
CSD,FB8H,11
LCNOp,PFNm_a,11
SMP384,FR2,11
ER3w_a,TuBu07,11
ER2_a,ER3a_a,11
PFR_b,PEG,11
SMP181,FS3_c,11
FB6F,FB7J,11
CB2539,FB6M,11
FB6O,FB6U,11
ER2_b,ER1_a,11
FB5C,FB5A,11
FB3C,FB2F_b,11
FB7K,FB7E,11
PFR_b,FB4G,11
PFR_b,ATL027,11
FB6E,FS3_d,11
FB2H_b,FS2,11
FB7G,FB6M,11
ER3d_e,ExR5,11
EPG,hDeltaB,11
FB4O,FS1A_b,11
LAL003,PFL3,11
PS077,LPsP,11
FC3_c,FS3_b,11
FC1E,FB2F_c,11
FS3_d,GNG484,11
OA-VPM3,PEN_a(PEN1),11
ATL032,IbSpsP,11
FB6S,FC2B,11
SMP006,FB5V_a,11
FS1A_a,SIP004,11
FB2D,vDeltaG,11
FC2C,FB7A,11
FS3_b,SMP374,11
FS3_d,SMP166,11
FS3_b,ATL024,11
hDeltaA,PFL1,11
FC1B,FB4D_b,11
vDeltaD,FS3_b,11
FC1A,hDeltaH,11
FC1A,FB2F_c,11
vDeltaA_a,PFNp_d,11
hDeltaA,FB5V_c,11
SMP007,FB2K,11
FS3_c,FB7G,11
FS2,FB5AA,11
FS3_b,hDeltaE,11
FB6N,FC3_c,11
vDeltaM,EPG,11
FS2,FB7C,11
FS3_d,SMP371_b,11
FS1B_b,SMP490,11
vDeltaC,FB6F,11
FS3_a,CB2572,11
FS4A,PRW009,11
FB8F_b,FS4A,11
FS1A_a,IB017,11
FS2,SMP541,11
FS3_c,SIP065,11
FS2,CRE003_a,11
FC1D,FB2G_a,11
vDeltaD,FB6W,11
ER3a_c,ER2_b,11
FB6G,FS3_c,11
FB3A,FS2,11
FS1A_b,SMP567,11
FB5R,vDeltaK,11
FB5R,hDeltaM,11
FC1E,SMP577,11
SMP187,FS4A,11
FB5S,FB5AB,11
CB2572,FB5G_a,11
vDeltaJ,FB5V_a,11
vDeltaJ,FB4F_a,11
FC2C,FB1B,11
FB5P,vDeltaG,11
FS1A_b,CRE102,11
PFNp_c,FS3_d,11
FB4P_c,FS1A_a,11
vDeltaF,vDeltaI_a,11
FB5U,FB5H,11
FB6L,vDeltaE,11
ExR1,FS4A,11
CRE055,FB2C,11
hDeltaF,FB6Z,11
ER2_c,ER3d_e,11
ExR6,LAL104,11
SLP268,SA3,11
FC1C_b,FB5A,11
FB5W_b,FB5X,11
FB8D,FC2C,11
SA3,FS3_d,11
FB4M,FS1A_b,11
FB4M,vDeltaE,11
CB1337,FB6S,11
FB4D_a,FB4A_a,11
FB7C,FS2,11
PFNa,FS1B_b,11
hDeltaM,FB4P_c,11
FB5P,vDeltaH,11
FB5P,vDeltaJ,11
FB6R,FS3_a,11
FB5N,FB4Z_a,11
hDeltaM,FB5V_c,11
FB2I_b,FR1,11
FC3_b,FS3_c,11
PFNp_a,OA-VPM3,11
SLP457,FS4C,11
FC2C,FB6A_c,11
ExR5,ER3d_c,11
hDeltaE,FB6T,11
hDeltaC,FB6L,11
FB2K,FB2A,11
FB2E,FC2A,11
FB4Y,FC3_c,11
FC3_c,FB6A_b,11
FC3_c,FS3_a,11
FC3_c,FB6M,11
FB5S,FB6J,11
FC2B,vDeltaE,11
FB3D,hDeltaB,11
FB1B,FB3C,11
SAF,FS4B,11
FB4E_a,FC2A,11
FB2J_a,FC1A,11
FB4F_b,PFR_b,11
ER3w_b,ER4m,11
FB2J_b,FS4B,11
FB8G,FS4B,11
FS1B_b,DGI,11
SA3,FB1A,11
FB2K,vDeltaE,11
hDeltaJ,FB4E_c,11
PFNv,FC1D,11
FS3_a,FB1G,11
FB5X,FB4I,11
PFNv,EPG,11
CRE034,FB1C,11
FB2F_c,FC1E,11
FC1A,hDeltaM,11
FB2B_a,PFNd,11
FB2L,FC1C_b,11
FC3_a,FB4Z_b,11
PFGs,FB4O,11
FB4F_c,PFL1,11
FC1E,FB7E,11
FB5V_b,FB4P_a,11
FC1E,SLP451,11
PS018_b,PFL3,11
FC,FC1C_a,11
FC1C_b,FB2J_a,11
FC2C,FB5L,11
FB5G_a,FB5B,11
hDeltaJ,vDeltaI_a,11
FB6A_c,SIP028,11
FC1D,PFNd,11
vDeltaH,FB5Q,11
vDeltaH,FB5D,11
FC3_c,PFL2,11
FB6X,FC2B,11
FC3_c,FB5N,11
FC2C,FB6F,11
FB4L,PFL1,11
FB8I,FB7E,11
FC2C,FB6N,11
FC1D,vDeltaI_a,11
vDeltaG,PFGs,11
vDeltaE,FB6Q,11
PFGs,FB5B,11
PFR_a,FC1E,11
PFR_a,FB5G_a,11
hDeltaC,ExR3,11
FB5E,hDeltaC,11
vDeltaF,vDeltaH,11
FC3_b,FB5E,11
FB4O,FC1D,11
FB5P,FB5C,11
FB2B_b,hDeltaM,11
FB2B_b,PFL2,11
OA-AL2i1,PFL3,11
PFNv,FC2A,11
FB1C,FS3_b,11
